Date,BKH,ED,FRT,GPC,KO,MO,MSEX,NFG,NWN,PEP
2024-01-02,52.7214469909668,89.26265716552734,100.27305603027344,134.1542510986328,58.047142028808594,38.290985107421875,63.29437255859375,49.013736724853516,37.2957878112793,167.5447235107422
2024-01-03,52.66414260864258,89.83256530761719,97.52796173095703,132.26953125,58.1829948425293,38.125221252441406,61.572879791259766,48.8111572265625,37.530765533447266,167.58346557617188
2024-01-04,52.501773834228516,90.07403564453125,97.71991729736328,132.27926635742188,57.988922119140625,38.23573303222656,60.60453414916992,48.8400993347168,37.30518341064453,166.14939880371094
2024-01-05,52.73099899291992,90.3348388671875,97.87350463867188,132.7261505126953,57.901588439941406,38.208106994628906,59.58728790283203,48.7918701171875,37.013816833496094,163.69790649414062
2024-01-08,53.52373123168945,90.61497497558594,98.21903991699219,134.5137176513672,58.328556060791016,38.59488296508789,60.18394470214844,49.129493713378906,37.2487907409668,163.8626251220703
2024-01-09,52.96977615356445,90.50871276855469,98.2862319946289,133.2896270751953,58.2218132019043,38.54883575439453,61.62178421020508,49.05232238769531,36.83522415161133,161.98281860351562
2024-01-10,52.82651138305664,91.10759735107422,99.1020736694336,133.74623107910156,58.41588592529297,37.81211853027344,62.22821807861328,48.801517486572266,36.83522415161133,161.74058532714844
2024-01-11,51.51802062988281,88.14215850830078,97.88309478759766,134.48455810546875,58.037445068359375,38.30940246582031,60.076351165771484,48.116615295410156,36.00810623168945,160.97509765625
2024-01-12,51.08823013305664,88.49956512451172,98.7661361694336,134.84400939941406,58.600250244140625,38.069969177246094,60.2035026550293,48.59893798828125,36.12089538574219,162.0797119140625
2024-01-16,49.26399230957031,88.44159698486328,97.80631256103516,135.81552124023438,58.21210861206055,37.72923278808594,59.00040817260742,47.41242218017578,35.55694580078125,161.01385498046875
2024-01-17,49.034767150878906,87.46599578857422,96.21299743652344,134.04739379882812,58.21210861206055,37.517433166503906,57.31804275512695,46.90115737915039,35.444156646728516,161.2754669189453
2024-01-18,48.11787033081055,86.35517120361328,95.09959411621094,135.47549438476562,58.37706756591797,37.24115753173828,57.18110656738281,46.03297424316406,35.50054931640625,161.98281860351562
2024-01-19,47.974605560302734,86.79949951171875,96.5777359008789,138.04026794433594,58.05685043334961,37.139862060546875,56.16385269165039,46.110145568847656,35.716732025146484,160.63595581054688
2024-01-22,48.32798767089844,86.1619873046875,96.7505111694336,139.4780731201172,57.80455780029297,37.27799606323242,58.18857192993164,45.91721725463867,36.44047164916992,159.98672485351562
2024-01-23,48.89149856567383,86.08470916748047,97.787109375,138.94374084472656,58.076255798339844,37.24115753173828,59.20581817626953,45.82075119018555,36.656646728515625,162.43821716308594
2024-01-24,47.81224060058594,85.31195068359375,97.1632308959961,137.63221740722656,57.16411590576172,36.77149963378906,56.242103576660156,45.261253356933594,36.13969421386719,160.46153259277344
2024-01-25,48.71002960205078,86.615966796875,99.50519561767578,138.45799255371094,57.406707763671875,37.029354095458984,56.73116683959961,45.72428894042969,36.647247314453125,161.39173889160156
2024-01-26,48.51901626586914,86.95405578613281,99.4380111694336,138.5648651123047,57.610477447509766,37.020145416259766,55.33245086669922,45.9365119934082,36.40286636352539,162.65139770507812
2024-01-29,49.61737823486328,87.504638671875,99.52440643310547,138.67173767089844,57.95981216430664,37.32404327392578,56.56488800048828,46.042625427246094,36.637847900390625,162.93240356445312
2024-01-30,49.80839538574219,87.5915756225586,99.4380111694336,139.16717529296875,58.124778747558594,37.25957489013672,55.42048263549805,46.15837860107422,35.88399887084961,164.35679626464844
2024-01-31,49.4359016418457,87.8040771484375,97.64314270019531,136.23324584960938,57.726932525634766,36.94647216796875,54.74557876586914,45.492774963378906,35.0844612121582,163.3006134033203
2024-02-01,50.19043731689453,89.62004852294922,99.09247589111328,138.60372924804688,59.172767639160156,38.4199104309082,55.97800827026367,45.82075119018555,35.246273040771484,166.37225341796875
2024-02-02,48.88195037841797,87.99726867675781,97.87350463867188,138.3219757080078,58.74580764770508,38.08838653564453,54.84339141845703,45.145503997802734,35.160606384277344,165.66490173339844
2024-02-05,47.43975067138672,86.615966796875,95.79067993164062,136.1458282470703,58.26062774658203,37.31483459472656,53.36642837524414,44.06509017944336,34.11359405517578,165.616455078125
2024-02-06,47.66897201538086,86.71257019042969,97.57595825195312,137.29220581054688,58.16358947753906,37.38850021362305,54.25651550292969,44.48953628540039,34.02792739868164,166.1009521484375
2024-02-07,47.39199447631836,86.42279052734375,96.78889465332031,138.71058654785156,58.21210861206055,37.07539749145508,53.102333068847656,44.19050216674805,33.90419006347656,166.14939880371094
2024-02-08,48.94880676269531,85.6500244140625,97.95987701416016,138.2539825439453,58.05685043334961,36.91884231567383,54.80426025390625,47.05550003051758,33.656715393066406,168.45555114746094
2024-02-09,49.30219268798828,86.02674865722656,97.07684326171875,139.09915161132812,57.79485321044922,36.93726348876953,55.20529556274414,45.99439239501953,33.43779754638672,162.46730041503906
2024-02-12,50.44831466674805,86.4034652709961,96.66411590576172,141.00332641601562,57.93070602416992,37.34245681762695,56.32035827636719,46.81433868408203,34.85601806640625,165.31607055664062
2024-02-13,48.6909294128418,84.50224304199219,96.9904556274414,138.3511505126953,57.5910758972168,37.04777145385742,53.102333068847656,45.367366790771484,33.44731521606445,163.6397705078125
2024-02-14,49.11117172241211,84.6679916381836,96.83688354492188,139.93466186523438,57.53285598754883,37.20432662963867,53.63861846923828,45.106910705566406,33.81852722167969,162.3219757080078
